VendorNumber,VendorName,Brand,Description,TotalPurchaseQuantity,TotalPurchaseDollars,PurchasePrice,ActualPrice,Volume,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
9552,M S WALKER INC,22830,Beaux Freres Pnt Nr Will Vly,36.0,1430.28,39.73,59.99,750,26.0,1559.74,779.87,2.9,55551.82,129.46,8.3001,0.72222,1.09051
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,14.0,321.86,206.91,1.55,28720.52,281.6,87.49146,4.66667,7.99454
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,2.0,45.98,45.98,0.22,28720.52,5.72,12.44019,0.66667,1.14208
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,3.0,68.97,68.97,0.33,28720.52,28.71,41.62679,1.0,1.71311
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,6.0,137.94,68.97,0.67,28720.52,97.68,70.8134,2.0,3.42623
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,11.0,252.89,206.91,1.21,28720.52,212.63,84.08003,3.66667,6.28142
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,6.0,137.94,137.94,0.66,28720.52,97.68,70.8134,2.0,3.42623
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,3.0,68.97,68.97,0.33,28720.52,28.71,41.62679,1.0,1.71311
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,7.0,160.93,114.95,0.78,28720.52,120.67,74.98291,2.33333,3.99727
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,2.0,45.98,45.98,0.22,28720.52,5.72,12.44019,0.66667,1.14208
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,6.0,137.94,114.95,0.66,28720.52,97.68,70.8134,2.0,3.42623
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,8.0,183.92,91.96,0.89,28720.52,143.66,78.11005,2.66667,4.56831
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,2.0,45.98,45.98,0.22,28720.52,5.72,12.44019,0.66667,1.14208
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,3.0,68.97,68.97,0.33,28720.52,28.71,41.62679,1.0,1.71311
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,6.0,137.94,68.97,0.67,28720.52,97.68,70.8134,2.0,3.42623
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,13.0,298.87,252.89,1.43,28720.52,258.61,86.52926,4.33333,7.4235
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,5.0,114.95,114.95,0.55,28720.52,74.69,64.97608,1.66667,2.85519
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,2.0,45.98,45.98,0.22,28720.52,5.72,12.44019,0.66667,1.14208
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,7.0,160.93,114.95,0.78,28720.52,120.67,74.98291,2.33333,3.99727
10754,PERFECTA WINES,21503,Cambrige Meritage Napa Vly,3.0,40.26,13.42,20.99,750,2.0,45.98,45.98,0.22,28720.52,5.72,12.44019,0.66667,1.14208
12546,JIM BEAM BRANDS COMPANY,734,Old Grand Dad,120.0,1635.6,13.63,17.99,750,120.0,2998.8,24.99,94.5,123880.97,1363.2,45.45818,1.0,1.83346
12546,JIM BEAM BRANDS COMPANY,734,Old Grand Dad,120.0,1635.6,13.63,17.99,750,120.0,2998.8,24.99,94.5,123880.97,1363.2,45.45818,1.0,1.83346
90027,POVERTY LANE ORCHARDS,21103,Farnum Hill Dooryard Still,28.0,220.92,7.89,11.99,750,20.0,239.8,83.93,2.25,229.88,18.88,7.87323,0.71429,1.08546
90027,POVERTY LANE ORCHARDS,21103,Farnum Hill Dooryard Still,28.0,220.92,7.89,11.99,750,22.0,263.78,155.87,2.44,229.88,42.86,16.24839,0.78571,1.19401
90027,POVERTY LANE ORCHARDS,21103,Farnum Hill Dooryard Still,28.0,220.92,7.89,11.99,750,20.0,239.8,131.89,2.22,229.88,18.88,7.87323,0.71429,1.08546
90047,CRUSH WINES,23218,Tangent Chard,663.0,4442.1,6.7,9.99,750,455.0,4545.45,2237.76,50.73,1457.73,103.35,2.2737,0.68627,1.02327
90047,CRUSH WINES,23218,Tangent Chard,663.0,4442.1,6.7,9.99,750,615.0,6143.85,2777.22,68.49,1457.73,1701.75,27.69843,0.9276,1.3831
90047,CRUSH WINES,23218,Tangent Chard,663.0,4442.1,6.7,9.99,750,469.0,4685.31,2077.92,52.34,1457.73,243.21,5.19091,0.70739,1.05475
90047,CRUSH WINES,23218,Tangent Chard,663.0,4442.1,6.7,9.99,750,460.0,4595.4,2317.68,51.26,1457.73,153.3,3.33594,0.69382,1.03451
4425,MARTIGNETTI COMPANIES,16824,Adissat Lirac,93.0,1222.95,13.15,19.99,750,67.0,1339.33,499.75,7.49,144929.24,116.38,8.68942,0.72043,1.09516
4425,MARTIGNETTI COMPANIES,16824,Adissat Lirac,93.0,1222.95,13.15,19.99,750,69.0,1379.31,539.73,7.71,144929.24,156.36,11.3361,0.74194,1.12785
4425,MARTIGNETTI COMPANIES,21363,Perez Cruz Carmenere Ltd Ed,24.0,322.08,13.42,19.99,750,37.0,739.63,199.9,4.14,144929.24,417.55,56.4539,1.54167,2.29642
4425,MARTIGNETTI COMPANIES,21363,Perez Cruz Carmenere Ltd Ed,24.0,322.08,13.42,19.99,750,30.0,599.7,339.83,3.33,144929.24,277.62,46.29315,1.25,1.86196
4425,MARTIGNETTI COMPANIES,21363,Perez Cruz Carmenere Ltd Ed,24.0,322.08,13.42,19.99,750,36.0,719.64,199.9,4.03,144929.24,397.56,55.24429,1.5,2.23435
4425,MARTIGNETTI COMPANIES,21363,Perez Cruz Carmenere Ltd Ed,24.0,322.08,13.42,19.99,750,30.0,599.7,339.83,3.33,144929.24,277.62,46.29315,1.25,1.86196
4425,MARTIGNETTI COMPANIES,34082,Dom du Dupeuble Bjls,11.0,118.03,10.73,15.99,750,14.0,223.86,175.89,1.55,144929.24,105.83,47.27508,1.27273,1.89664
4425,MARTIGNETTI COMPANIES,34082,Dom du Dupeuble Bjls,11.0,118.03,10.73,15.99,750,14.0,223.86,159.9,1.54,144929.24,105.83,47.27508,1.27273,1.89664
4425,MARTIGNETTI COMPANIES,34082,Dom du Dupeuble Bjls,11.0,118.03,10.73,15.99,750,19.0,303.81,271.83,2.09,144929.24,185.78,61.15006,1.72727,2.57401
4425,MARTIGNETTI COMPANIES,34082,Dom du Dupeuble Bjls,11.0,118.03,10.73,15.99,750,24.0,383.76,223.86,2.67,144929.24,265.73,69.2438,2.18182,3.25138
4425,MARTIGNETTI COMPANIES,34082,Dom du Dupeuble Bjls,11.0,118.03,10.73,15.99,750,14.0,223.86,175.89,1.55,144929.24,105.83,47.27508,1.27273,1.89664
4425,MARTIGNETTI COMPANIES,34082,Dom du Dupeuble Bjls,11.0,118.03,10.73,15.99,750,17.0,271.83,191.88,1.87,144929.24,153.8,56.57948,1.54545,2.30306
4425,MARTIGNETTI COMPANIES,34082,Dom du Dupeuble Bjls,11.0,118.03,10.73,15.99,750,17.0,271.83,255.84,1.87,144929.24,153.8,56.57948,1.54545,2.30306
4425,MARTIGNETTI COMPANIES,34082,Dom du Dupeuble Bjls,11.0,118.03,10.73,15.99,750,24.0,383.76,223.86,2.67,144929.24,265.73,69.2438,2.18182,3.25138
4425,MARTIGNETTI COMPANIES,44098,Rocca di Montemassi Le Faca,13.0,62.27,4.79,6.99,750,13.0,90.87,34.95,1.46,144929.24,28.6,31.47353,1.0,1.45929
4425,MARTIGNETTI COMPANIES,44098,Rocca di Montemassi Le Faca,13.0,62.27,4.79,6.99,750,13.0,90.87,34.95,1.46,144929.24,28.6,31.47353,1.0,1.45929
4692,KOBRAND CORPORATION,20274,Louis Jadot Chmble-Musgny 11,1.0,34.48,34.48,49.99,750,2.0,99.98,99.98,0.22,9139.38,65.5,65.5131,2.0,2.89965
4692,KOBRAND CORPORATION,20274,Louis Jadot Chmble-Musgny 11,1.0,34.48,34.48,49.99,750,2.0,99.98,99.98,0.22,9139.38,65.5,65.5131,2.0,2.89965
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,5.0,199.95,39.99,0.56,9139.38,89.63,44.82621,1.25,1.81245
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,3.0,119.97,119.97,0.33,9139.38,9.65,8.04368,0.75,1.08747
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,9.0,359.91,159.96,1.0,9139.38,249.59,69.34789,2.25,3.26242
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,4.0,159.96,119.97,0.44,9139.38,49.64,31.03276,1.0,1.44996
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,5.0,199.95,119.97,0.56,9139.38,89.63,44.82621,1.25,1.81245
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,17.0,679.83,359.91,1.88,9139.38,569.51,83.77241,4.25,6.16235
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,4.0,159.96,119.97,0.44,9139.38,49.64,31.03276,1.0,1.44996
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,3.0,119.97,119.97,0.33,9139.38,9.65,8.04368,0.75,1.08747
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,3.0,119.97,79.98,0.33,9139.38,9.65,8.04368,0.75,1.08747
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,6.0,239.94,79.98,0.67,9139.38,129.62,54.02184,1.5,2.17495
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,3.0,119.97,119.97,0.33,9139.38,9.65,8.04368,0.75,1.08747
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,9.0,359.91,159.96,1.0,9139.38,249.59,69.34789,2.25,3.26242
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,4.0,159.96,119.97,0.44,9139.38,49.64,31.03276,1.0,1.44996
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,7.0,279.93,159.96,0.78,9139.38,169.61,60.59015,1.75,2.53744
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,16.0,639.84,359.91,1.77,9139.38,529.52,82.75819,4.0,5.79985
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,3.0,119.97,79.98,0.33,9139.38,9.65,8.04368,0.75,1.08747
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,3.0,119.97,119.97,0.33,9139.38,9.65,8.04368,0.75,1.08747
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,4.0,110.32,27.58,39.99,750,3.0,119.97,79.98,0.33,9139.38,9.65,8.04368,0.75,1.08747
7153,PINE STATE TRADING CO,7032,Twenty 2 Coffee Vodka,12.0,220.44,18.37,24.99,375,12.0,299.88,24.99,4.72,15884.82,79.44,26.4906,1.0,1.36037
7153,PINE STATE TRADING CO,7032,Twenty 2 Coffee Vodka,12.0,220.44,18.37,24.99,375,12.0,299.88,24.99,4.72,15884.82,79.44,26.4906,1.0,1.36037
7153,PINE STATE TRADING CO,21960,Le Grande Courtage Rose,117.0,470.34,4.02,5.99,187,84.0,556.76,114.22,2.38,15884.82,86.42,15.52195,0.71795,1.18374
7255,PSP WINES,20384,Fabrizio Dionisio Il Cast Sy,12.0,186.96,15.58,23.99,750,12.0,287.88,23.99,1.35,648.71,100.92,35.05627,1.0,1.53979
7255,PSP WINES,20384,Fabrizio Dionisio Il Cast Sy,12.0,186.96,15.58,23.99,750,12.0,287.88,23.99,1.35,648.71,100.92,35.05627,1.0,1.53979
8673,STE MICHELLE WINE ESTATES,26075,Intrinsic Cab Svgn,142.0,1905.64,13.42,19.99,750,97.0,1939.03,159.92,10.9,15919.7,33.39,1.722,0.6831,1.01752
8673,STE MICHELLE WINE ESTATES,26075,Intrinsic Cab Svgn,142.0,1905.64,13.42,19.99,750,97.0,1939.03,159.92,10.9,15919.7,33.39,1.722,0.6831,1.01752
9165,ULTRA BEVERAGE COMPANY LLP,21854,Signorello's Cab Svgn Napa,7.0,287.63,41.09,59.99,750,5.0,324.95,204.97,0.55,68054.7,37.32,11.48484,0.71429,1.12975
9165,ULTRA BEVERAGE COMPANY LLP,21854,Signorello's Cab Svgn Napa,7.0,287.63,41.09,59.99,750,4.0,339.96,254.97,0.44,68054.7,52.33,15.39299,0.57143,1.18194
9552,M S WALKER INC,21841,Gerard Bertrand 13 Gris Blan,12.0,72.36,6.03,8.99,750,12.0,179.88,14.99,1.35,55551.82,107.52,59.77318,1.0,2.4859
9552,M S WALKER INC,21841,Gerard Bertrand 13 Gris Blan,12.0,72.36,6.03,8.99,750,12.0,179.88,14.99,1.35,55551.82,107.52,59.77318,1.0,2.4859
10754,PERFECTA WINES,16531,Pazo de Galegos Albarino,1.0,14.09,14.09,20.99,750,3.0,62.97,41.98,0.33,28720.52,48.88,77.62427,3.0,4.46913
10754,PERFECTA WINES,16531,Pazo de Galegos Albarino,1.0,14.09,14.09,20.99,750,5.0,104.95,104.95,0.55,28720.52,90.86,86.57456,5.0,7.44855
10754,PERFECTA WINES,16531,Pazo de Galegos Albarino,1.0,14.09,14.09,20.99,750,1.0,20.99,20.99,0.11,28720.52,6.9,32.8728,1.0,1.48971
10754,PERFECTA WINES,16531,Pazo de Galegos Albarino,1.0,14.09,14.09,20.99,750,1.0,20.99,20.99,0.11,28720.52,6.9,32.8728,1.0,1.48971
10754,PERFECTA WINES,16531,Pazo de Galegos Albarino,1.0,14.09,14.09,20.99,750,1.0,20.99,20.99,0.11,28720.52,6.9,32.8728,1.0,1.48971
10754,PERFECTA WINES,16531,Pazo de Galegos Albarino,1.0,14.09,14.09,20.99,750,3.0,62.97,41.98,0.33,28720.52,48.88,77.62427,3.0,4.46913
10754,PERFECTA WINES,16531,Pazo de Galegos Albarino,1.0,14.09,14.09,20.99,750,5.0,104.95,104.95,0.55,28720.52,90.86,86.57456,5.0,7.44855
10754,PERFECTA WINES,16531,Pazo de Galegos Albarino,1.0,14.09,14.09,20.99,750,1.0,20.99,20.99,0.11,28720.52,6.9,32.8728,1.0,1.48971
10754,PERFECTA WINES,16531,Pazo de Galegos Albarino,1.0,14.09,14.09,20.99,750,1.0,20.99,20.99,0.11,28720.52,6.9,32.8728,1.0,1.48971
10754,PERFECTA WINES,16531,Pazo de Galegos Albarino,1.0,14.09,14.09,20.99,750,1.0,20.99,20.99,0.11,28720.52,6.9,32.8728,1.0,1.48971
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,3.0,20.97,20.97,2.37,123880.97,15.59,74.3443,3.0,3.89777
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,1.0,6.99,6.99,0.79,123880.97,1.61,23.0329,1.0,1.29926
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,3.0,20.97,20.97,2.37,123880.97,15.59,74.3443,3.0,3.89777
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,4.0,27.96,20.97,3.15,123880.97,22.58,80.75823,4.0,5.19703
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,4.0,27.96,20.97,3.15,123880.97,22.58,80.75823,4.0,5.19703
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,3.0,20.97,13.98,2.36,123880.97,15.59,74.3443,3.0,3.89777
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,1.0,6.99,6.99,0.79,123880.97,1.61,23.0329,1.0,1.29926
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,2.0,13.98,13.98,1.58,123880.97,8.6,61.51645,2.0,2.59851
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,1.0,6.99,6.99,0.79,123880.97,1.61,23.0329,1.0,1.29926
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,2.0,13.98,13.98,1.58,123880.97,8.6,61.51645,2.0,2.59851
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,3.0,20.97,20.97,2.37,123880.97,15.59,74.3443,3.0,3.89777
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,1.0,6.99,6.99,0.79,123880.97,1.61,23.0329,1.0,1.29926
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,3.0,20.97,20.97,2.37,123880.97,15.59,74.3443,3.0,3.89777
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,4.0,27.96,20.97,3.15,123880.97,22.58,80.75823,4.0,5.19703
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,4.0,27.96,20.97,3.15,123880.97,22.58,80.75823,4.0,5.19703
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,3.0,20.97,13.98,2.36,123880.97,15.59,74.3443,3.0,3.89777
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,1.0,6.99,6.99,0.79,123880.97,1.61,23.0329,1.0,1.29926
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,2.0,13.98,13.98,1.58,123880.97,8.6,61.51645,2.0,2.59851
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,1.0,6.99,6.99,0.79,123880.97,1.61,23.0329,1.0,1.29926
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,1.0,5.38,5.38,6.99,750,2.0,13.98,13.98,1.58,123880.97,8.6,61.51645,2.0,2.59851
5612,MILTONS DISTRIBUTING CO,21499,Napa River Chard Napa Cnty,24.0,110.4,4.6,6.99,750,24.0,167.76,6.99,2.7,9.46,57.36,34.1917,1.0,1.51957
5612,MILTONS DISTRIBUTING CO,21499,Napa River Chard Napa Cnty,24.0,110.4,4.6,6.99,750,24.0,167.76,6.99,2.7,9.46,57.36,34.1917,1.0,1.51957
6785,PALM BAY INTERNATIONAL INC,22958,Cavit Select Red Blend,15.0,68.55,4.57,6.99,750,8.0,71.92,35.96,0.89,13605.41,3.37,4.68576,0.53333,1.04916
6785,PALM BAY INTERNATIONAL INC,22958,Cavit Select Red Blend,15.0,68.55,4.57,6.99,750,9.0,80.91,53.94,1.0,13605.41,12.36,15.27623,0.6,1.18031
6785,PALM BAY INTERNATIONAL INC,22958,Cavit Select Red Blend,15.0,68.55,4.57,6.99,750,31.0,278.69,98.89,3.46,13605.41,210.14,75.40278,2.06667,4.0655
6785,PALM BAY INTERNATIONAL INC,22958,Cavit Select Red Blend,15.0,68.55,4.57,6.99,750,9.0,80.91,53.94,1.0,13605.41,12.36,15.27623,0.6,1.18031
6785,PALM BAY INTERNATIONAL INC,22958,Cavit Select Red Blend,15.0,68.55,4.57,6.99,750,31.0,278.69,98.89,3.46,13605.41,210.14,75.40278,2.06667,4.0655
7153,PINE STATE TRADING CO,22097,Hacienda Haro Lopez Cri Rsva,2.0,18.66,9.33,14.99,750,4.0,59.96,14.99,0.45,15884.82,41.3,68.87925,2.0,3.21329
7153,PINE STATE TRADING CO,22097,Hacienda Haro Lopez Cri Rsva,2.0,18.66,9.33,14.99,750,2.0,29.98,14.99,0.22,15884.82,11.32,37.75851,1.0,1.60665
7153,PINE STATE TRADING CO,22097,Hacienda Haro Lopez Cri Rsva,2.0,18.66,9.33,14.99,750,6.0,89.94,14.99,0.68,15884.82,71.28,79.25284,3.0,4.81994
7153,PINE STATE TRADING CO,22097,Hacienda Haro Lopez Cri Rsva,2.0,18.66,9.33,14.99,750,4.0,59.96,14.99,0.45,15884.82,41.3,68.87925,2.0,3.21329
7153,PINE STATE TRADING CO,22097,Hacienda Haro Lopez Cri Rsva,2.0,18.66,9.33,14.99,750,2.0,29.98,14.99,0.22,15884.82,11.32,37.75851,1.0,1.60665
7153,PINE STATE TRADING CO,22097,Hacienda Haro Lopez Cri Rsva,2.0,18.66,9.33,14.99,750,6.0,89.94,14.99,0.68,15884.82,71.28,79.25284,3.0,4.81994
7153,PINE STATE TRADING CO,43350,Frenchhouse Chard VDP D'Oc,12.0,78.36,6.53,9.99,750,12.0,119.88,9.99,1.35,15884.82,41.52,34.63463,1.0,1.52986
7153,PINE STATE TRADING CO,43350,Frenchhouse Chard VDP D'Oc,12.0,78.36,6.53,9.99,750,12.0,119.88,9.99,1.35,15884.82,41.52,34.63463,1.0,1.52986
8004,SAZERAC CO INC,5683,Dr McGillicuddy's Apple Pie,6.0,2.34,0.39,0.49,50,6.0,2.94,0.49,0.32,50293.62,0.6,20.40816,1.0,1.25641
8004,SAZERAC CO INC,5683,Dr McGillicuddy's Apple Pie,6.0,2.34,0.39,0.49,50,128.0,62.72,0.98,6.72,50293.62,60.38,96.26913,21.33333,26.80342
8004,SAZERAC CO INC,5683,Dr McGillicuddy's Apple Pie,6.0,2.34,0.39,0.49,50,6.0,2.94,0.49,0.32,50293.62,0.6,20.40816,1.0,1.25641
8004,SAZERAC CO INC,5683,Dr McGillicuddy's Apple Pie,6.0,2.34,0.39,0.49,50,128.0,62.72,0.98,6.72,50293.62,60.38,96.26913,21.33333,26.80342
9165,ULTRA BEVERAGE COMPANY LLP,935,Tanteo Tropical Tequila,2.0,60.14,30.07,39.99,750,2.0,79.98,39.99,1.57,68054.7,19.84,24.8062,1.0,1.3299
9165,ULTRA BEVERAGE COMPANY LLP,935,Tanteo Tropical Tequila,2.0,60.14,30.07,39.99,750,2.0,79.98,39.99,1.57,68054.7,19.84,24.8062,1.0,1.3299
9165,ULTRA BEVERAGE COMPANY LLP,935,Tanteo Tropical Tequila,2.0,60.14,30.07,39.99,750,4.0,159.96,79.98,3.14,68054.7,99.82,62.4031,2.0,2.65979
9552,M S WALKER INC,21007,Ch Vignot 05 St Emilion Red,2.0,99.3,49.65,71.99,750,2.0,149.98,149.98,0.22,55551.82,50.68,33.79117,1.0,1.51037
9552,M S WALKER INC,21007,Ch Vignot 05 St Emilion Red,2.0,99.3,49.65,71.99,750,2.0,149.98,74.99,0.22,55551.82,50.68,33.79117,1.0,1.51037
9552,M S WALKER INC,21007,Ch Vignot 05 St Emilion Red,2.0,99.3,49.65,71.99,750,4.0,299.96,149.98,0.45,55551.82,200.66,66.89559,2.0,3.02075
9552,M S WALKER INC,21007,Ch Vignot 05 St Emilion Red,2.0,99.3,49.65,71.99,750,2.0,149.98,74.99,0.22,55551.82,50.68,33.79117,1.0,1.51037
9552,M S WALKER INC,21007,Ch Vignot 05 St Emilion Red,2.0,99.3,49.65,71.99,750,2.0,149.98,149.98,0.22,55551.82,50.68,33.79117,1.0,1.51037
9552,M S WALKER INC,21007,Ch Vignot 05 St Emilion Red,2.0,99.3,49.65,71.99,750,2.0,149.98,74.99,0.22,55551.82,50.68,33.79117,1.0,1.51037
9552,M S WALKER INC,21007,Ch Vignot 05 St Emilion Red,2.0,99.3,49.65,71.99,750,4.0,299.96,149.98,0.45,55551.82,200.66,66.89559,2.0,3.02075
9552,M S WALKER INC,21007,Ch Vignot 05 St Emilion Red,2.0,99.3,49.65,71.99,750,2.0,149.98,74.99,0.22,55551.82,50.68,33.79117,1.0,1.51037
9744,FREDERICK WILDMAN & SONS,26889,Jaboulet Crozes Hermitage L,66.0,770.88,11.68,17.99,750,43.0,859.57,79.96,4.83,3999.93,88.69,10.31795,0.65152,1.11505
9744,FREDERICK WILDMAN & SONS,26889,Jaboulet Crozes Hermitage L,66.0,770.88,11.68,17.99,750,43.0,859.57,79.96,4.83,3999.93,88.69,10.31795,0.65152,1.11505
10754,PERFECTA WINES,901,Creta Olympia White,48.0,188.16,3.92,5.99,375,48.0,287.52,11.98,2.7,28720.52,99.36,34.5576,1.0,1.52806
10754,PERFECTA WINES,901,Creta Olympia White,48.0,188.16,3.92,5.99,375,48.0,287.52,11.98,2.7,28720.52,99.36,34.5576,1.0,1.52806
10754,PERFECTA WINES,13860,Calera de Villiers Pnt Nr,1.0,34.01,34.01,49.99,750,1.0,55.99,55.99,0.11,28720.52,21.98,39.25701,1.0,1.64628
10754,PERFECTA WINES,13860,Calera de Villiers Pnt Nr,1.0,34.01,34.01,49.99,750,1.0,55.99,55.99,0.11,28720.52,21.98,39.25701,1.0,1.64628
10754,PERFECTA WINES,13860,Calera de Villiers Pnt Nr,1.0,34.01,34.01,49.99,750,3.0,167.97,111.98,0.33,28720.52,133.96,79.75234,3.0,4.93884
10754,PERFECTA WINES,13860,Calera de Villiers Pnt Nr,1.0,34.01,34.01,49.99,750,1.0,55.99,55.99,0.11,28720.52,21.98,39.25701,1.0,1.64628
10754,PERFECTA WINES,13860,Calera de Villiers Pnt Nr,1.0,34.01,34.01,49.99,750,5.0,279.95,167.97,0.55,28720.52,245.94,87.8514,5.0,8.2314
10754,PERFECTA WINES,13860,Calera de Villiers Pnt Nr,1.0,34.01,34.01,49.99,750,1.0,55.99,55.99,0.11,28720.52,21.98,39.25701,1.0,1.64628
10754,PERFECTA WINES,13860,Calera de Villiers Pnt Nr,1.0,34.01,34.01,49.99,750,3.0,167.97,55.99,0.34,28720.52,133.96,79.75234,3.0,4.93884
10754,PERFECTA WINES,13860,Calera de Villiers Pnt Nr,1.0,34.01,34.01,49.99,750,3.0,149.97,99.98,0.33,28720.52,115.96,77.32213,3.0,4.40959
10754,PERFECTA WINES,13860,Calera de Villiers Pnt Nr,1.0,34.01,34.01,49.99,750,1.0,55.99,55.99,0.11,28720.52,21.98,39.25701,1.0,1.64628
